X,Y,Z,item,pagerank,chosen
10.054059,-17.185188,-12.089411,interval finite element,0.00013698073400412235,0.0
2.2061596,-17.17849,-12.016245,space mapping,0.00022854264976577995,0.0
7.769481,19.941769,-15.109193,relational algebra,0.000669728785218211,0.0
2.8441164,9.2665205,5.3380704,artificial consciousness,0.00017576083266873698,0.0
-11.546533,-2.301147,-13.818723,kalman filter,8.90540572855568e-05,0.0
-11.994483,-5.6284895,-0.62070405,cluster analysis,0.00021594573388887084,0.0
-17.70145,17.441204,10.0693245,library,0.0006932092990676577,0.0
-5.719593,14.164696,14.217182,collective effervescence,4.233652867165292e-05,0.0
17.353865,10.193491,10.913416,gestalt psychology,4.233652867165292e-05,0.0
-8.589631,20.090952,-7.6347103,natural-language programming,4.233652867165292e-05,0.0
7.507242,-21.918362,3.8939376,opencl,4.233652867165292e-05,0.0
-13.590336,1.437515,-5.5749016,deep learning,0.0001278088991798083,1.0
8.996262,11.744419,-2.7364266,mental model,0.0012983015862913377,0.0
-1.5478843,11.55254,9.193369,predictive coding,0.0004652619608360178,0.0
19.932106,6.950643,-5.1577773,boolean algebra (structure),0.0004723891746506655,0.0
-5.9694877,1.7400272,-27.686672,ising model,0.00031687061258983234,0.0
0.7263069,16.077995,-13.104496,siri (software),0.00029721949721250374,0.0
-21.750185,12.982951,-7.56572,social network analysis,0.00012621126879041274,0.0
14.071807,6.1079144,-4.709154,principle of bivalence,0.0005360712465284898,0.0
-8.208978,17.318468,16.775522,group behaviour,0.00015894874446213436,0.0
-0.9753526,5.1965103,21.076736,meme,0.00014979975012301486,0.0
-1.9545754,24.12904,1.2356913,language acquisition,6.63065017147007e-05,0.0
8.642218,2.6966226,7.482875,mathematical neuroscience,0.00020146015619550942,0.0
2.7515879,8.637529,3.2705648,simulated consciousness,0.00024448341898827223,0.0
-16.134935,13.922169,-9.944717,web analytics,0.00025645180526085034,0.0
20.497505,1.299879,-10.954708,logic gate,0.0005922204085804537,0.0
1.0058782,17.036104,21.856892,ecology,0.0001371361177054676,0.0
13.324603,10.803219,1.5227838,map–territory relation,0.00044810454532283366,0.0
-2.498303,-12.667436,-7.937693,analog signal processing,0.000812149775335358,0.0
-8.959785,12.955697,12.0697775,crowd psychology,0.00010488764821344822,0.0
10.465987,-15.323814,-1.6226203,stream processing,0.00024507245693520315,0.0
-19.458868,13.336271,-0.9583991,web scraping,6.896141813706579e-05,0.0
14.058656,3.3958251,-12.227061,catch-22 (logic),0.00013661419260231858,0.0
9.0302925,-7.489685,3.4173548,motion perception,0.0002751392397727306,0.0
19.703896,1.7345715,10.083572,visual illusion,0.0005649034702205228,0.0
-14.687042,15.759311,-2.721593,information extraction,0.0009562354146988573,0.0
-21.289564,-4.7687798,-18.249908,forestry,0.00010631252821658853,0.0
-10.265323,-6.506275,-1.9163184,data clustering,0.0010922450235178987,0.0
-12.038542,-8.911373,22.477154,lifestreaming,0.0003900176169267207,0.0
8.375683,-13.944884,8.713558,unified video decoder,0.0003402556291056437,0.0
3.9099433,11.571693,-17.664608,logistic function,0.0003856378289608156,0.0
-13.645626,-6.610376,11.753605,robotic mapping,0.0007501257351335138,0.0
-13.06866,-7.6383886,22.33588,lifecasting (video stream),8.01689252082998e-05,0.0
6.844719,21.538584,0.25643748,linguistics,0.0005042642375954681,0.0
-25.161072,-5.0481777,-11.102447,conservation biology,0.000479392562605189,0.0
9.4214325,1.0543941,-10.558376,many-valued logic,0.00010126137944567348,0.0
-19.495937,5.150664,-0.41485158,distributional semantics,8.92872828212172e-05,0.0
8.025581,17.129513,17.9536,recognition of human individuals,0.00041654321380740766,0.0
15.1361475,-14.456679,6.5069723,vision processing unit,0.00022529547245398146,0.0
-3.287455,25.68707,-2.7487836,language education,0.00026057747076804234,0.0
12.614008,-22.970663,1.5780036,parallel computing,0.00021164566898051651,0.0
7.947313,-6.8920674,2.260382,motion sensing in vision,0.00037523610462630354,0.0
0.8571193,3.3751917,24.830006,marketing research,0.0008510068531744083,0.0
-6.66669,8.362609,-10.357152,predictive analytics,4.326438214984663e-05,0.0
-9.692019,-0.08770091,-18.551767,stochastic process,0.00010165146782850409,0.0
-22.874542,5.637161,4.003178,open source intelligence,0.0005154203705852717,0.0
-13.998332,-1.4907051,7.1562085,darpa,0.0006295114277553937,0.0
-11.720897,-21.460619,-3.793574,fourier analysis,0.001495201407912309,0.0
17.890121,13.098443,-12.921184,exclusive or,0.00029655895376052736,0.0
11.374586,0.34644142,-16.202074,self-fulfilling prophecy,0.0006764020842406876,0.0
7.24233,10.29104,6.396165,hard problem of consciousness,0.00019951476451362634,0.0
-7.246776,-24.57978,5.931753,holography,0.00047196132625173165,0.0
-11.906201,8.081061,4.3658705,collaborative filtering,0.0002507943232147424,0.0
-2.9398277,-25.960426,-2.8074298,adaptive optics,4.326438214984663e-05,0.0
-21.640863,3.379974,6.102544,open data,0.0007653922861543645,0.0
-1.0281609,-6.7877035,18.088648,smartdust,0.0001594353220325628,0.0
4.4833355,18.477608,-15.009723,prolog,0.0004668625375196929,0.0
-7.7901487,-15.397044,-14.334577,normal distribution,0.00034435460399163573,0.0
9.43663,-23.934862,3.7172058,cuda,0.0012940202835906242,0.0
8.730015,-12.448527,-3.588638,informatics (academic field),0.0005431557811505425,0.0
-11.476744,15.694059,-7.6537037,structured query language,0.0009978517506599558,0.0
7.918856,2.9112468,3.296854,neural correlate,0.0002087731513868318,0.0
16.111277,15.286908,17.553991,n170,0.0009057883096367038,0.0
-22.378841,-6.9415245,-16.764091,silviculture,0.0003333948806351005,0.0
13.772815,16.833433,4.9891825,intentional stance,4.326438214984663e-05,0.0
-7.839878,-2.9431267,0.5147961,pattern recognition,0.0004899657100912062,0.0
8.836867,-20.609585,2.7849329,gpgpu,4.7467317328340476e-05,0.0
-14.390749,2.4367669,10.026183,the wisdom of crowds,4.7467317328340476e-05,0.0
-4.807748,-13.391833,17.472078,virtual reality,0.00024071136407422073,0.0
-20.034723,-4.357406,8.844181,open-source software,4.7467317328340476e-05,0.0
12.196923,10.079609,17.332586,cognitive neuropsychology,0.0002980291486612696,0.0
-17.57142,-15.762466,-4.975926,autocorrelation,0.0004792334943854403,0.0
17.546366,-2.7428205,0.7669908,social complexity,0.00021757697570590066,0.0
19.350279,2.3756127,17.132364,color theory,0.0004517395436985294,0.0
-2.2688243,-19.91445,-8.734637,impulse response,8.622893735385541e-05,0.0
7.932436,5.7243156,-22.408693,cycle of poverty,0.0001944938958009269,0.0
-12.644473,21.750212,5.418008,data governance,8.318211153308242e-05,0.0
14.760619,13.28042,14.999501,prosopagnosia,4.919206366611124e-05,0.0
-1.5862707,-4.9139304,-2.5323524,vector quantization,0.00012048867904673373,0.0
-12.808295,-5.017691,25.367672,digital footprint,8.763046021995828e-05,0.0
0.84196866,7.41416,-4.0003757,analogy,5.074575083486678e-05,0.0
-4.4490666,-4.7759724,-15.753458,optimal design,0.00036817255708425204,0.0
0.8258532,8.571931,-11.764547,black box,0.0004577646967134442,0.0
-5.02199,-14.403145,-10.309531,digital filter,4.4958241138628493e-05,0.0
4.5135417,-9.64073,25.8352,gamma correction,0.0004906025175204203,0.0
8.3436575,-19.794342,3.4851582,general-purpose computing on graphics processing units,0.0011227319547562312,0.0
-0.7666815,-17.774357,1.6891645,system integration,4.4958241138628493e-05,0.0
15.004695,10.848534,-7.1914067,truth function,4.4958241138628493e-05,0.0
16.260756,-25.316227,-2.5469034,computer cluster,4.4958241138628493e-05,0.0
-6.5255885,26.332462,-2.0331855,computer-assisted language learning,4.4958241138628493e-05,0.0
-9.885113,-19.663626,1.7237225,signal processing,7.46347258861782e-05,0.0
-8.506212,28.379234,-4.773166,virtual world language learning,4.4958241138628493e-05,0.0
-12.212368,-15.338585,-13.191504,convolution,0.0002146962536986986,1.0
-20.967451,6.152897,-9.660776,big data,0.00017750631390937944,0.0
8.868948,-13.257969,9.954755,nvidia purevideo,0.00025893814100958157,0.0
1.5775193,22.632593,-5.3946424,basic english,0.00023512540384355033,0.0
6.030979,-8.672991,10.4218645,sound card,0.0006699285931749178,0.0
-0.6815416,8.305396,2.7664828,conceptual space,0.0005187689207900429,0.0
-2.5739324,-7.386215,1.6710603,computer vision,0.0004307372138870881,1.0
1.7526348,12.85244,9.989858,enactivism,0.00046211630268460806,0.0
9.557474,-17.149443,11.033075,x-video motion compensation,8.835873098509622e-05,0.0
1.5593826,22.77204,-0.6586825,origin of language,0.0001619945475759559,0.0
6.8017087,13.914801,-4.8676763,conceptual model,4.047275628353737e-05,0.0
-0.25171065,14.444638,10.953346,situated cognition,0.0011932867181130493,0.0
-5.4033375,27.045221,-0.33324817,foreign-language reading aid,4.047275628353737e-05,0.0
19.870754,11.561209,-3.1236296,mereology,0.00020893775895249254,0.0
4.3365602,1.8590416,-9.498978,decision tree,0.00014702912756902573,1.0
-6.4613943,26.47166,-0.8497949,foreign language reading aid,0.0004290852004351344,0.0
7.088996,11.586177,-16.17108,indicator function,0.0005931322266886211,0.0
-7.510703,6.2290688,25.197926,human enhancement,0.0005344852349528334,0.0
-20.516523,-1.8896749,13.386236,open-source hardware,0.00015081535466113038,0.0
-8.39211,-13.766733,-8.2413025,deconvolution,0.00043275580966157623,0.0
-16.340714,-4.8107924,-14.543142,monte carlo method,0.00035807870643913067,0.0
-9.084742,0.8414437,-21.097418,markov chain,0.0003912634806618012,0.0
-3.4819198,4.4080424,-13.093435,model selection,4.047275628353737e-05,0.0
12.059623,-6.998191,19.282877,eye care professional,0.0006224426897658358,0.0
-8.372265,-2.2141902,-2.1867032,multivariate analysis,4.047275628353737e-05,0.0
9.526257,19.388987,-2.1386373,symbol grounding,0.0005082439628437445,0.0
-6.308031,-12.1206,-22.122202,newton's method,0.0003365455718150534,0.0
-13.894267,-18.831583,-3.2519546,spectral density,0.00014521906690256599,0.0
10.909558,4.2280273,-5.624535,degrees of truth,0.0004477217568834269,0.0
0.46585074,19.823036,-14.514764,knowledge representation and reasoning,0.0007292921498214401,0.0
-0.38772985,11.147792,-21.521961,logistic regression,0.0005615360705825043,0.0
1.7431233,3.143593,6.6909356,blue brain project,0.0004432949922703078,0.0
11.330268,16.851923,3.9822628,philosophy of mind,0.00042939591885782517,0.0
1.6902026,-17.054451,-0.30634972,system on a chip,4.828934243144249e-05,0.0
6.561316,-18.572226,6.8458095,opengl,4.828934243144249e-05,0.0
3.3211076,4.7524753,-4.7695336,immunity to change,0.0002244514933584217,0.0
6.8580365,6.99728,19.426373,cognitive neuroscience,4.9088976724765305e-05,0.0
-21.814331,-6.943478,8.195245,mono (software),4.9088976724765305e-05,0.0
14.709754,10.215918,-2.133864,philosophical realism,4.9088976724765305e-05,0.0
17.5202,-8.741731,19.294277,eye,4.9088976724765305e-05,0.0
-6.8789496,5.6278315,-4.876116,collective problem solving,4.9088976724765305e-05,0.0
11.161722,-18.722855,-0.62035894,vector processor,8.448851117818292e-05,0.0
17.690475,-12.237845,3.840713,cpu,7.181383316510335e-05,0.0
18.019865,11.591097,-7.737749,boolean-valued function,4.9088976724765305e-05,0.0
20.626854,8.246125,-7.557588,boolean algebra (logic),0.0001266052622033332,0.0
-13.7962,10.844599,5.080763,enterprise bookmarking,4.6727393860303673e-05,0.0
15.267292,10.220968,14.163529,face perception,9.482980123467204e-05,0.0
-6.754493,-4.6921363,26.991524,diary,4.6727393860303673e-05,0.0
2.0880227,19.087948,7.1207676,mirror neuron,6.807188359080413e-05,0.0
-5.4402533,18.186052,-12.078194,mathematica,6.807188359080413e-05,0.0
-15.736512,9.037558,7.1334314,human-based computation,6.807188359080413e-05,0.0
-6.1802597,16.218004,-9.612516,automatic programming,6.807188359080413e-05,0.0
-5.5453324,-19.645824,-0.56178993,pattern matching,6.807188359080413e-05,0.0
-13.17851,-4.1715193,9.964502,simultaneous localization and mapping,0.00013115211218060085,0.0
17.979532,14.072286,-0.33410317,model-dependent realism,9.626753425765201e-05,0.0
7.260277,-0.32376274,21.30697,eye movement,6.807188359080413e-05,0.0
19.848328,-4.177931,19.612326,vision science,6.807188359080413e-05,0.0
-1.1710134,23.12523,4.0732675,second-language acquisition,0.00019651217483423553,0.0
17.17859,12.047576,2.4941335,constructivist epistemology,0.00012701960911164515,0.0
5.281653,-6.750685,1.6832972,strobe light,0.0002433641358895722,0.0
-3.7821531,22.943232,-2.2159634,glossary of language teaching terms and ideas,0.0002923868353865874,0.0
-25.165306,-0.94594437,-2.8891976,jurimetrics,4.588418602427724e-05,0.0
5.844915,-9.998317,-4.3022075,electronics,0.00022253492413065702,0.0
10.052828,-15.135449,4.282315,larrabee (microarchitecture),0.000391521578149613,0.0
-9.713729,0.2092693,-22.043396,markov process,0.0004956601478780173,0.0
-11.363935,0.6335419,20.78889,social simulation,8.974566877246243e-05,0.0
-6.16644,0.9145052,11.205116,computational models of musical creativity,0.00036208576438301576,0.0
-13.4688425,1.7498459,-19.613405,markov decision process,8.197628825503009e-05,0.0
-3.1986706,-21.021788,-11.535044,green's function,4.273875600249903e-05,0.0
6.388239,7.861066,16.396877,behavioral neuroscience,0.0004103271520616573,0.0
11.220532,10.085551,6.1667595,eliminative materialism,0.0006844007424297934,0.0
7.074314,-0.73073864,26.944555,saccade,0.00037669108588950863,0.0
-6.15601,-6.0415006,3.029485,artificial intelligence in healthcare,0.00037478830377746117,0.0
6.4248424,17.994146,-8.035272,natural-language understanding,0.00021081116740707132,0.0
13.553134,-16.001345,0.055589065,hardware acceleration,0.00017996649174110074,0.0
6.9496145,10.420847,21.274359,affect (psychology),0.0001035303835534063,0.0
4.7501245,-23.414824,4.1866612,nvidia,0.0003616827282668968,0.0
8.414697,0.64609766,21.258757,eye movement (sensory),0.00013023186802229734,0.0
22.699152,-3.5805662,19.816517,distinction of blue and green in various languages,0.0001617123918232104,0.0
8.107571,0.00072413887,5.1307077,models of neural computation,0.00012474236897391816,0.0
-7.5184464,1.239534,-23.958523,markov random field,0.0003258152442529501,0.0
6.7913175,7.249069,15.267784,biological psychology,8.48144270165596e-05,0.0
20.914509,-11.689381,1.8096409,bus (computing),8.33662902210941e-05,0.0
1.1109078,21.271257,-14.190444,knowledge representation,0.00022041294678032213,0.0
10.5174265,1.0282872,4.3699846,systems neuroscience,4.5969053531535006e-05,0.0
21.642872,-11.289202,-4.109117,direct memory access,4.5969053531535006e-05,0.0
4.7240157,-20.524961,-8.608254,computational electromagnetics,4.5969053531535006e-05,0.0
-5.3075094,-21.993868,13.002694,structure from motion,0.00017390132673348666,0.0
5.9237847,5.41081,16.775236,neuroethology,7.422132178384552e-05,0.0
-4.1088424,8.174123,-14.957309,validity (statistics),0.0004897071978646208,0.0
3.8340645,17.339224,10.84575,biological motion,0.00010123200754560732,0.0
13.690328,-0.70330584,21.227474,blindness,4.5969053531535006e-05,0.0
-1.4008021,17.749744,18.63468,cybernetics,0.0010225794527705223,0.0
-4.5933385,21.359594,0.5734446,language transfer,0.00022319421085538723,0.0
-17.456223,8.223067,-0.47818935,latent semantic analysis,0.00020355642407806658,0.0
2.2306595,14.109688,15.00898,society of mind theory,0.0001396806550936046,0.0
5.6066856,-0.68236727,24.254038,eye tracking,4.415065511945676e-05,0.0
-11.336527,-3.4681933,-11.129096,inverse problems,7.660729414217377e-05,0.0
-8.170891,1.1924582,10.992601,applications of artificial intelligence,7.208241509879543e-05,0.0
20.744795,1.3307278,-4.3520293,logic optimization,9.941360913352908e-05,0.0
20.631985,-14.003809,-8.059273,channel i/o,4.415065511945676e-05,0.0
2.7295527,-9.524994,-11.870178,signal-flow graph,4.415065511945676e-05,0.0
8.39131,21.556591,-11.173992,computational semiotics,0.0007006707972400964,0.0
3.151173,-13.3436775,-7.916137,series and parallel circuits,7.294158125239342e-05,0.0
5.095444,-18.661865,-19.849215,finite difference methods,7.778549833430568e-05,0.0
-13.795565,25.370884,-8.521777,sentence case,7.116134088121856e-05,0.0
1.5373855,13.645067,12.24068,distributed cognition,9.799914435829167e-05,0.0
7.061312,7.5659986,-10.158419,reification (computer science),4.415065511945676e-05,0.0
-11.805986,-15.751703,-4.1181855,eeg analysis,9.497652962403927e-05,0.0
15.361018,19.05527,-5.217473,intuitionistic propositional calculus,0.0014800113173940828,0.0
10.441503,11.0430765,-17.130978,boolean function,7.325994359956561e-05,0.0
13.367714,7.46797,-8.179661,logical value,8.411651963361372e-05,0.0
4.3515024,3.7758505,4.481375,computational neuroscience,6.788549964920919e-05,0.0
7.523557,-0.39800224,-27.909147,3gpp,4.415065511945676e-05,0.0
8.708622,9.3550205,19.577013,neuroscience,4.415065511945676e-05,1.0
-16.042389,-19.747187,7.147094,derivative work,4.415065511945676e-05,0.0
-12.622135,24.083176,1.3946033,controlled vocabulary,5.3187791523979895e-05,0.0
14.636584,-12.090598,2.101261,instruction set architecture,5.3187791523979895e-05,0.0
17.558172,-1.4259706,7.5709987,auditory illusion,0.00014382022363862838,0.0
11.009949,-6.5085983,22.403624,orthoptics,5.3187791523979895e-05,0.0
22.19913,0.96504295,-5.685875,binary decision diagram,0.00011139358115284154,0.0
-8.96387,-5.2339044,25.191175,lifelog,6.934234403104172e-05,0.0
-8.866039,7.1301956,-2.2312174,collective decision-making,0.000535568886952708,0.0
5.294054,-4.2180085,13.053547,acoustic location,0.00011824443016484994,0.0
13.800101,-7.8486357,21.329584,ophthalmology,6.0413389587185136e-05,0.0
7.237774,-6.56331,11.635957,head-related transfer function,0.00010440141742249282,0.0
17.58119,15.598799,1.903945,pragmatism,6.0413389587185136e-05,0.0
22.753206,0.14976403,8.705952,infrasound,0.00016230248778119883,0.0
14.9864435,2.8921905,17.581057,tetrachromacy,6.0413389587185136e-05,0.0
1.7903488,20.328575,-3.6274486,lexicostatistics,3.930089734419978e-05,0.0
-10.527467,17.021057,10.8752775,keeping up with the joneses,0.00010607564721308559,0.0
1.3690251,8.021407,-1.6575938,case based reasoning,9.009985786528722e-05,0.0
0.6746799,-2.1258178,-27.475643,dmb-t/h,0.00011128255075208621,0.0
21.418798,6.685431,-3.0088131,venn diagram,9.895934213988821e-05,0.0
4.748136,8.519939,18.656796,social neuroscience,0.0003692509516580738,0.0
-22.98928,11.866807,1.0481365,data curation,3.930089734419978e-05,0.0
14.127105,11.490754,-1.9503266,conceptualist realism,6.0413389587185136e-05,0.0
-13.620421,11.350267,2.1809862,enterprise search,0.0003288813843680412,0.0
15.464883,-24.715843,3.6334865,high performance computing,6.0413389587185136e-05,0.0
20.567694,-6.6974654,-6.701103,bit,0.00011088079764790456,0.0
1.8390626,19.297228,11.135479,common coding theory,6.0413389587185136e-05,0.0
-2.1935291,11.317234,12.326617,cognitive biology,6.0413389587185136e-05,0.0
7.573294,-4.757174,1.6708375,cognitive map,3.930089734419978e-05,0.0
-3.887603,23.816446,-6.297758,language reform,4.1789014573967564e-05,0.0
-10.298309,2.8013625,-14.251994,hybrid system,6.786027935052437e-05,0.0
-29.314255,-2.9388576,-0.90166503,racial profiling,0.000198535986305532,0.0
-18.086966,8.223416,-1.6918716,latent semantic indexing,8.451275726211289e-05,0.0
1.5827196,-3.8547556,2.0106726,cognitive computing,4.1789014573967564e-05,0.0
-5.3875012,17.153036,12.731422,emotional contagion,7.948640154684587e-05,0.0
-11.924757,-19.185692,3.8524394,digital image mosaic,4.1789014573967564e-05,0.0
-15.626586,-16.510256,-2.4842372,cross-correlation,4.1789014573967564e-05,0.0
5.053083,-4.1364846,12.863814,acoustic source localization,0.0010514286536628347,0.0
-2.5942392,-4.1954255,-13.769558,fisher information,5.219630595210729e-05,0.0
-14.880353,1.88013,6.334571,problem structuring methods,8.0179437406145e-05,0.0
18.51381,9.947696,-12.27893,symmetric difference,8.060739010138899e-05,0.0
3.1616673,-7.1440244,-29.505123,wimax,5.219630595210729e-05,0.0
9.163455,8.567251,16.371489,neuropsychology,5.219630595210729e-05,0.0
9.940829,-16.375237,9.510896,x-video bitstream acceleration,8.173052149038671e-05,0.0
14.566661,-23.899925,0.5800659,manycore processor,5.219630595210729e-05,0.0
11.334955,18.913282,-8.188121,combinatory logic,5.219630595210729e-05,0.0
17.817978,15.680383,-7.732764,truth table,5.219630595210729e-05,0.0
14.7705965,7.6088343,-8.888099,truth value,5.219630595210729e-05,0.0
-7.699991,4.8674912,-0.009735096,issue mapping,8.251818752141894e-05,0.0
-5.974749,-10.203824,17.452106,wearable technology,5.219630595210729e-05,0.0
-1.442435,7.035514,18.229338,neural darwinism,5.219630595210729e-05,0.0
-16.66456,-5.691229,1.8408431,ooda loop,5.219630595210729e-05,0.0
-27.232204,-0.46316934,3.3928957,crime mapping,5.219630595210729e-05,0.0
-3.380419,-2.2022235,-9.422989,support vector machine,5.219630595210729e-05,0.0
-9.242482,-5.372364,25.027632,lifelogging,5.219630595210729e-05,0.0
6.6978984,-1.8633232,-7.2372117,rough sets,5.219630595210729e-05,0.0
2.84986,-17.272402,12.048239,brute force attack,5.219630595210729e-05,0.0
12.172344,7.3721933,-19.995392,cycle of violence,8.945822437293245e-05,0.0
-7.4142,-8.257884,-13.986428,surrogate model,5.219630595210729e-05,0.0
19.88895,9.741099,2.7695374,epistemology,5.219630595210729e-05,0.0
0.083466135,20.252382,-3.4933562,glottochronology,5.219630595210729e-05,0.0
-16.179409,4.663768,11.110661,dispersed knowledge,5.219630595210729e-05,0.0
6.8454866,1.3395795,4.098482,neural decoding,0.00011371404734378382,0.0
14.3734,-17.821299,5.208144,programmable system on a chip,5.219630595210729e-05,0.0
10.23092,5.17687,-18.06366,virtuous circle and vicious circle,5.219630595210729e-05,0.0
-0.7780471,10.654927,5.819991,embodied cognitive science,5.219630595210729e-05,0.0
5.782952,6.579883,9.902485,neuroplasticity,0.00017701881170560226,0.0
-10.061203,10.619404,5.497492,recommendation system,6.286346958664967e-05,0.0
18.851322,0.695864,19.027767,rgb color model,4.194187453002299e-05,0.0
